behaveDiff,payDate,race2,racethn4,educ3,educ4,age3,kids,orientation,weight
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.019744451
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059086641
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.056642551
NA,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639636832
NA,Always,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.873498326
NA,Often,White,White,Some college,Some college,18 - 34,No children,Gay/Bisexual,2.454960294
NA,Always,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.064138043
NA,Sometimes,White,White,High school or less,High school or less,35 - 64,No children,Gay/Bisexual,1.23499056
NA,Sometimes,Non-white,Other,Some college,Some college,18 - 34,No children,Straight,2.271645258
NA,Often,White,White,Some college,Some college,35 - 64,No children,Straight,0.639636832
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.655175216
No,Always,White,White,College or more,College or more,65 and up,No children,Straight,0.484712546
NA,Always,Non-white,Other,College or more,Post graduate degree,35 - 64,No children,Straight,0.106907523
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.408203209
NA,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.710284574
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.627590398
Yes,Often,White,White,College or more,College or more,18 - 34,Has children,Gay/Bisexual,1.825243742
NA,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.090851583
NA,Often,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.807573348
Yes,Sometimes,White,White,Some college,Some college,18 - 34,No children,Gay/Bisexual,3.465351764
NA,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.061657168
NA,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.759769975
No,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.062596774
NA,Always,White,White,Some college,Some college,65 and up,No children,Straight,0.944588559
No,Rarely,White,White,College or more,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.071511001
NA,Always,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.872817579
NA,Often,Non-white,Other,College or more,College or more,65 and up,Has children,Straight,0.656611854
NA,Sometimes,Non-white,Other,College or more,College or more,65 and up,Has children,Straight,0.701661615
No,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.056642551
No,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.060706517
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Gay/Bisexual,0.079683658
No,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.071511001
Yes,Always,Non-white,Hispanic,College or more,College or more,35 - 64,Has children,Straight,1.044652082
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.019744451
NA,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.062674508
NA,Always,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.0749326
Yes,Sometimes,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.06942877
No,Sometimes,Non-white,Other,High school or less,High school or less,35 - 64,No children,Straight,1.567920786
NA,No answer,White,White,Some college,Some college,35 - 64,Has children,Straight,0.879540673
Yes,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.560161233
NA,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.05465732
NA,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.8371719
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,3.236641765
NA,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.054032635
No,No answer,White,White,Some college,Some college,35 - 64,Has children,Straight,0.734273837
NA,Always,Non-white,Other,College or more,College or more,35 - 64,No children,Straight,1.753029291
NA,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.496283147
No,Always,Non-white,Other,College or more,Post graduate degree,35 - 64,No children,Straight,0.109481978
NA,Always,Non-white,Black,High school or less,High school or less,35 - 64,Has children,Straight,4.140011283
NA,Often,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.062596774
No,Always,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.066281641
NA,Always,White,White,College or more,College or more,65 and up,No children,Straight,0.607250221
No,Always,White,White,Some college,Some college,65 and up,No children,Straight,0.713051506
Yes,Always,White,White,Some college,Some college,65 and up,No children,Straight,0.754621089
NA,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.076678628
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.057243954
No,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.057243954
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,1.486472155
NA,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.069031279
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.663356077
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.058913986
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.496283147
No,Sometimes,White,White,Some college,Some college,35 - 64,No children,Straight,0.639636832
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.070891714
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.23499056
NA,No answer,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.019744451
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.663356077
No,Never,White,White,Some college,Some college,65 and up,No children,Gay/Bisexual,0.615179712
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.49093909
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639636832
Yes,Often,White,White,High school or less,High school or less,35 - 64,No children,Straight,8.643673599
Yes,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.62074615
No,Sometimes,White,White,Some college,Some college,35 - 64,No children,Straight,0.804195037
No,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.058149837
NA,Sometimes,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.699323229
Yes,Often,Non-white,Hispanic,Some college,Some college,65 and up,Has children,Straight,1.794708668
Yes,No answer,Non-white,Other,College or more,Post graduate degree,35 - 64,Has children,Straight,0.135684463
NA,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.574169258
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.496283147
NA,Often,White,White,High school or less,High school or less,65 and up,No children,Straight,2.372720095
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.054032635
NA,Often,White,White,Some college,Some college,65 and up,No children,Straight,0.754621089
NA,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.0749326
NA,Often,White,White,Some college,Some college,65 and up,No children,Straight,1.247120116
NA,Always,White,White,High school or less,High school or less,18 - 34,No children,Straight,8.348066035
No,Sometimes,White,White,College or more,College or more,35 - 64,Has children,Straight,0.528111461
NA,Always,Non-white,Hispanic,College or more,Post graduate degree,35 - 64,Has children,Straight,0.215802559
Yes,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.67857412
NA,Often,Non-white,Hispanic,Some college,Some college,35 - 64,Has children,Straight,1.806316255
NA,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.615179712
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.611347689
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.656781403
NA,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.484545451
Yes,Always,Non-white,Black,College or more,Post graduate degree,35 - 64,Has children,Straight,0.131854088
NA,Sometimes,White,White,College or more,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.056149672
No,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.512693291
NA,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.672943934
No,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.066180659
NA,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.019744451
NA,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.605148042
NA,Often,White,White,College or more,College or more,65 and up,No children,Straight,0.672943934
No,Always,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.576085259
No,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.05465732
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.088870452
NA,Always,White,White,High school or less,High school or less,65 and up,No children,Straight,2.372720095
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,1.330524583
NA,Sometimes,White,White,College or more,College or more,65 and up,Has children,Gay/Bisexual,0.512408421
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639636832
NA,Sometimes,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,0.596892473
Yes,Always,Non-white,Other,College or more,College or more,35 - 64,No children,Straight,1.19031759
NA,Often,Non-white,Other,Some college,Some college,35 - 64,Has children,Gay/Bisexual,0.770853825
NA,Sometimes,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.076678628
NA,Often,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059086641
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.069983836
No,Always,White,White,College or more,College or more,65 and up,No children,Straight,0.758425823
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,2.231533039
NA,Often,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,0.635800722
Yes,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.608994519
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059086641
No,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.452499589
Yes,Always,White,White,Some college,Some college,35 - 64,Has children,Gay/Bisexual,0.635800722
No,No answer,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.529389661
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.976875982
NA,No answer,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.561797238
NA,Often,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.807573348
Yes,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.62074615
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.060012942
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.819306183
Yes,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.481320343
NA,Always,Non-white,Black,College or more,Post graduate degree,65 and up,Has children,Straight,0.1254615
No,Often,White,White,Some college,Some college,65 and up,No children,Straight,0.635442753
NA,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.615179712
NA,Never,White,White,Some college,Some college,35 - 64,Has children,Straight,0.49093909
NA,Sometimes,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.056642551
NA,Always,White,White,College or more,College or more,65 and up,Has children,Gay/Bisexual,0.484712546
NA,No answer,Non-white,Black,Some college,Some college,35 - 64,NA,No answer,1.173622312
NA,Often,Non-white,Hispanic,Some college,Some college,35 - 64,Has children,Straight,1.460654562
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,1.05284753
NA,Always,Non-white,Other,High school or less,High school or less,35 - 64,Has children,Straight,1.750676983
NA,Sometimes,White,White,Some college,Some college,18 - 34,No children,Other,1.862020134
NA,Always,White,White,Some college,Some college,65 and up,No children,Straight,0.635442753
NA,Sometimes,White,White,College or more,College or more,35 - 64,No children,Straight,0.67857412
NA,Never,Non-white,Other,College or more,College or more,65 and up,Has children,Straight,0.555531443
NA,Often,White,White,Some college,Some college,18 - 34,No children,Straight,2.935617721
No,Always,White,White,College or more,College or more,65 and up,Has children,Straight,0.788585623
NA,Often,White,White,Some college,Some college,65 and up,Has children,Straight,0.600640079
No,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.70666089
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.70666089
No,Often,Non-white,Other,Some college,Some college,35 - 64,No children,Gay/Bisexual,1.571754524
No,Often,White,White,High school or less,High school or less,35 - 64,Has children,Straight,2.446718875
NA,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.615179712
No,Always,Non-white,Other,College or more,College or more,18 - 34,No children,Straight,2.96550791
NA,Always,White,White,High school or less,High school or less,35 - 64,No children,Straight,2.949105403
Yes,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.663356077
Yes,Sometimes,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.064138043
Yes,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.751979489
No,Sometimes,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.059756492
NA,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.815348013
NA,Always,White,White,Some college,Some college,65 and up,No children,Straight,0.504498341
No,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.695610733
No,Always,White,White,College or more,College or more,18 - 34,Has children,Straight,2.307405242
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.067232193
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.071935796
No,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.844246799
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639412438
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Gay/Bisexual,0.112234035
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.620528742
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.685683311
Yes,Always,Non-white,Hispanic,Some college,Some college,35 - 64,Has children,Straight,1.79575539
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.483958033
NA,Sometimes,Non-white,Black,College or more,College or more,35 - 64,No children,Other,1.20250474
NA,Never,Non-white,Hispanic,High school or less,High school or less,35 - 64,Has children,Straight,4.445843787
No,Always,Non-white,Hispanic,High school or less,High school or less,35 - 64,No children,Straight,8.643673599
No answer,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.467756192
NA,Sometimes,White,White,High school or less,High school or less,35 - 64,No children,Gay/Bisexual,1.197562632
NA,Sometimes,White,White,High school or less,High school or less,35 - 64,No children,Straight,1.987492634
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.070309782
NA,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.676830156
NA,Always,Non-white,Hispanic,High school or less,High school or less,35 - 64,No children,Straight,4.136457341
No,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.512693291
NA,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.421493895
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.545344405
Yes,Often,Non-white,Black,High school or less,High school or less,35 - 64,No children,Gay/Bisexual,6.402896964
No,Always,Non-white,Hispanic,Some college,Some college,35 - 64,Has children,Straight,1.751099232
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.676830156
NA,Sometimes,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.67857412
No,Never,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.066281641
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.117081059
No,Sometimes,White,White,Some college,Some college,35 - 64,Has children,Straight,0.656781403
NA,Always,Non-white,Other,College or more,Post graduate degree,35 - 64,Has children,Straight,0.124288177
NA,Never,White,White,High school or less,High school or less,35 - 64,Has children,Straight,2.389413294
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.656781403
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.060002926
NA,Sometimes,Non-white,Hispanic,College or more,College or more,35 - 64,NA,Other,1.044652082
No,Sometimes,White,White,College or more,College or more,35 - 64,Has children,Straight,0.819306183
No,Often,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.05904296
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.060012942
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.87042442
NA,Often,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.987492634
Yes,Often,Non-white,Hispanic,High school or less,High school or less,35 - 64,Has children,Straight,6.125989103
NA,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.635800722
No,Often,Non-white,Other,College or more,College or more,35 - 64,Has children,Straight,0.555841934
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.397412793
NA,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.386064126
NA,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,3.093292586
No,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.476678339
NA,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.076420106
No,Often,White,White,Some college,Some college,35 - 64,No children,No answer,0.879540673
Yes,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.644454454
Yes,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,1.021090903
No,Never,White,White,College or more,College or more,35 - 64,Has children,Straight,0.483958033
No,Often,White,White,Some college,Some college,35 - 64,No children,Straight,0.579332702
NA,Sometimes,White,White,Some college,Some college,35 - 64,No children,Straight,0.879540673
No,Sometimes,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.05904296
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.777445428
No answer,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.759769975
Yes,Always,Non-white,Other,College or more,College or more,35 - 64,Has children,Straight,1.234539923
Yes,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.498452733
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639636832
Yes,Always,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.421493895
Yes,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.546687136
Yes,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.545344405
No,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.815348013
NA,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.777445428
NA,Often,White,White,Some college,Some college,35 - 64,No children,Straight,0.865655031
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.678517434
NA,Often,Non-white,Hispanic,Some college,Some college,35 - 64,Has children,Straight,1.857104121
Yes,Always,Non-white,Black,College or more,College or more,35 - 64,Has children,Straight,1.481888964
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.467756192
No,Always,White,White,High school or less,High school or less,35 - 64,No children,Straight,3.220516076
Yes,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,0.780180584
NA,Often,White,White,College or more,College or more,65 and up,Has children,Straight,0.512408421
Yes,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.831223262
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.656781403
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.784120067
No,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.318799131
No,Sometimes,White,White,College or more,College or more,35 - 64,Has children,Straight,0.70666089
No,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.067358204
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.89241639
No,Always,White,White,High school or less,High school or less,35 - 64,No children,Straight,1.816118981
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.529389661
No,Often,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.8613482160000001
Yes,Often,White,White,College or more,Post graduate degree,18 - 34,No children,Straight,0.13669341
NA,Often,White,White,College or more,Post graduate degree,18 - 34,No children,Straight,0.122551329
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.819306183
NA,No answer,White,White,High school or less,High school or less,18 - 34,No children,No answer,7.885389102
No,Sometimes,Non-white,Other,College or more,Post graduate degree,35 - 64,Has children,Straight,0.122119293
Yes,Always,White,White,College or more,Post graduate degree,18 - 34,Has children,No answer,0.110139631
No,Always,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.752160656
NA,Sometimes,Non-white,Black,Some college,Some college,18 - 34,Has children,Straight,5.054076751
NA,Always,White,White,Some college,Some college,65 and up,Has children,Straight,0.710284574
Yes,Always,Non-white,Other,College or more,College or more,35 - 64,Has children,Straight,0.736641705
NA,Often,Non-white,Other,College or more,College or more,35 - 64,Has children,Straight,0.755210553
No,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.938684211
Yes,Sometimes,White,White,College or more,College or more,18 - 34,No children,Straight,1.014097069
Yes,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.593337833
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639636832
Yes,Always,White,White,Some college,Some college,35 - 64,No children,Straight,1.754244266
No,Sometimes,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.116773048
Yes,Often,White,White,Some college,Some college,18 - 34,No children,Straight,4.347911297
NA,Rarely,White,White,Some college,Some college,35 - 64,No children,Straight,0.49093909
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,1.557824539
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.515746057
No,Often,White,White,Some college,Some college,35 - 64,No children,Other,1.021090903
No,Always,Non-white,Black,College or more,College or more,35 - 64,No children,Straight,0.978297712
No,Sometimes,White,White,High school or less,High school or less,35 - 64,Has children,Straight,2.66329557
NA,Often,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.922594346
NA,Often,Non-white,Black,High school or less,High school or less,65 and up,No children,No answer,2.404430816
No,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.932402584
Yes,Sometimes,Non-white,Black,Some college,Some college,35 - 64,No children,Straight,1.047585536
No,Often,White,White,Some college,Some college,35 - 64,No children,Straight,0.910986122
No,Often,White,White,Some college,Some college,35 - 64,No children,Straight,1.367294798
NA,Often,Non-white,Black,High school or less,High school or less,35 - 64,Has children,Straight,2.566395381
No,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.819306183
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.386064126
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.62074615
Yes,Always,Non-white,Black,Some college,Some college,35 - 64,Has children,Straight,1.080193625
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.457000015
No,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.646701035
No,Always,White,White,College or more,College or more,18 - 34,No children,Straight,1.960375593
NA,Often,White,White,College or more,College or more,18 - 34,No children,Straight,1.956380016
NA,Always,White,White,High school or less,High school or less,35 - 64,No children,Straight,4.524365838
No,Never,White,White,College or more,College or more,35 - 64,No children,Straight,0.784120067
No,Often,White,White,Some college,Some college,35 - 64,Has children,Straight,1.747241445
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.870320158
No,Sometimes,White,White,Some college,Some college,35 - 64,Has children,Straight,0.62074615
NA,Always,Non-white,Other,Some college,Some college,35 - 64,No children,Straight,1.493779372
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.064265518
NA,Sometimes,White,White,College or more,Post graduate degree,35 - 64,No children,Gay/Bisexual,0.071511001
NA,Never,Non-white,Black,High school or less,High school or less,35 - 64,Has children,Straight,2.476556171
NA,Always,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.770853825
Yes,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.615943852
NA,Always,Non-white,Hispanic,College or more,College or more,35 - 64,Has children,Straight,3.086339802
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.060002926
NA,Often,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,0.536890969
No,Often,White,White,College or more,Post graduate degree,18 - 34,No children,Straight,0.144285224
No,Rarely,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.699323229
NA,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.515746057
Yes,Always,White,White,College or more,College or more,35 - 64,No children,Straight,0.467359086
NA,Often,White,White,Some college,Some college,35 - 64,Has children,Gay/Bisexual,0.853180219
No,Sometimes,White,White,High school or less,High school or less,35 - 64,No children,Straight,2.316040656
No,Always,Non-white,Hispanic,High school or less,High school or less,35 - 64,Has children,Straight,4.71810495
Yes,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.67857412
NA,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.063630351
Yes,Often,White,White,College or more,College or more,18 - 34,No children,Straight,3.257990154
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.073384511
NA,Sometimes,White,White,Some college,Some college,35 - 64,No children,Gay/Bisexual,0.476678339
Yes,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.483958033
NA,Sometimes,Non-white,Other,College or more,College or more,65 and up,Has children,Straight,0.490652565
NA,Often,White,White,College or more,College or more,35 - 64,No children,Straight,0.498452733
NA,No answer,White,White,High school or less,High school or less,35 - 64,Has children,Straight,1.987492634
NA,No answer,Non-white,Other,College or more,College or more,35 - 64,NA,No answer,0.643739462
Yes,Often,Non-white,Black,College or more,College or more,35 - 64,No children,Other,0.968001623
NA,Always,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.060690026
NA,Always,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.752160656
Yes,Often,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.752160656
No,Always,White,White,High school or less,High school or less,35 - 64,Has children,Straight,2.66329557
NA,Always,White,White,College or more,College or more,18 - 34,No children,Straight,1.014097069
No,Never,White,White,College or more,College or more,18 - 34,No children,Straight,1.823606899
No,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.737138764
NA,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,0.96130902
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.066417872
No,Always,White,White,High school or less,High school or less,35 - 64,No children,Straight,5.933018363
No,Always,White,White,Some college,Some college,35 - 64,Has children,Straight,2.448316358
NA,Often,White,White,College or more,College or more,35 - 64,Has children,Straight,0.611347689
NA,Always,Non-white,Hispanic,Some college,Some college,35 - 64,Has children,Straight,4.341850255
No,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.139231317
No,Sometimes,Non-white,Other,Some college,Some college,18 - 34,No children,Gay/Bisexual,3.811718412
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,1.61109308
Yes,Always,White,White,College or more,College or more,18 - 34,Has children,Straight,3.274305421
NA,Always,White,White,Some college,Some college,18 - 34,No children,Straight,2.369072685
Yes,Always,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.061599115
NA,Sometimes,White,White,Some college,Some college,35 - 64,Has children,Straight,0.932402584
No,Never,Non-white,Other,College or more,Post graduate degree,18 - 34,Has children,Straight,0.238568958
No,Sometimes,White,White,College or more,College or more,18 - 34,No children,Other,1.523990614
NA,Always,White,White,College or more,College or more,35 - 64,Has children,Straight,0.77173192
Yes,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.061599115
Yes,Sometimes,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.058104994
NA,Never,Non-white,Hispanic,Some college,Some college,35 - 64,No children,Straight,1.751099232
NA,Sometimes,Non-white,Hispanic,College or more,College or more,35 - 64,Has children,Straight,1.250468479
No,Always,White,White,Some college,Some college,35 - 64,No children,Straight,0.620528742
NA,Often,Non-white,Other,College or more,Post graduate degree,35 - 64,No children,Straight,0.112149119
No,Often,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.068464567
No,Sometimes,White,White,Some college,Some college,65 and up,No children,Gay/Bisexual,0.635442753
NA,Often,Non-white,Black,Some college,Some college,18 - 34,No children,Straight,4.074599431
NA,Sometimes,Non-white,Hispanic,High school or less,High school or less,18 - 34,Has children,No answer,8.643673599
